Work Order Number,Status,Status Text,Category Code,Category Text,Division,Division Text,Department,Department Text,Priority,Priority Text,Total Cost,Quantity,Actual Labor Hours,Actual Labor Cost,Actual Equip Cost,Actual Material Cost,Contractor Cost,Misc. Cost,Creation Date,Status Date,Start Date,End Date,Duration Actual(Hrs),Billing Required,Main Task,Main Task Text,Cause,Cause Text,Problem,Problem Text,Desc 1,Desc 2,Asset,Assigned Crew,Assigned Crew Text,Supervisor,LeadWorker Id,Street Address,Street Direction,Street Name,Street Type,Loc Zip Code,Street 2 Direction,Street 2 Name,Street 2 Type,Project Number,Building Number,Facility Location,Route (Geographic),Route (Geographic) Text,PM Trigger,PM Trigger Text
19-000483,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,447.77,0,6.5,244.45,203.32,0,0,0,3/20/2019 0:00,3/27/2019 0:00,3/13/2019 0:00,3/13/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP1,Systematic Relamps,,,,,,,,,,,,,,,,,,,,,,
19-000482,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,551.1,0,8,300.86,250.24,0,0,0,3/20/2019 0:00,3/27/2019 0:00,3/12/2019 0:00,3/12/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP1,Systematic Relamps,,,,,,,,,,,,,,,,,,,,,,
19-000481,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,551.1,0,8,300.86,250.24,0,0,0,3/20/2019 0:00,3/27/2019 0:00,3/11/2019 0:00,3/11/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP1,Systematic Relamps,,,,,,,,,,,,,,,,,,,,,,
19-000421,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,247.79,0,4,150.43,97.36,0,0,0,3/11/2019 0:00,3/13/2019 0:00,2/27/2019 0:00,2/27/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC2,Preventive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
19-000416,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,61.95,0,1,37.61,24.34,0,0,0,3/8/2019 0:00,3/13/2019 0:00,3/7/2019 0:00,3/7/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
19-000374,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,99.56,0,2,75.22,24.34,0,0,0,2/22/2019 0:00,2/27/2019 0:00,2/22/2019 0:00,2/22/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
19-000373,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,90.98,0,1,37.61,53.37,0,0,0,2/22/2019 0:00,2/27/2019 0:00,2/22/2019 0:00,2/22/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
19-000251,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,95.82,0,2.5,89.35,6.47,0,0,0,2/10/2019 0:00,2/18/2019 0:00,12/11/2018 0:00,12/11/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
19-000250,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,151.91,0,2.5,89.35,62.56,0,0,0,2/10/2019 0:00,2/18/2019 0:00,12/10/2018 0:00,12/10/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,EX05,Other Traffic Signals / Street Lights,,,,,,,,,,,,,,,,,,,,,,
19-000127,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,78.75,0,2,78.75,0,0,0,0,1/23/2019 0:00,2/20/2019 0:00,1/22/2019 0:00,1/22/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP11,Bad Component,,,,,,,,,,,,,,,,,,,,,,
19-000121,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,300.86,0,8,300.86,0,0,0,0,1/18/2019 0:00,1/22/2019 0:00,1/16/2019 0:00,1/16/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
19-000046,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,225.65,0,6,225.65,0,0,0,0,1/7/2019 0:00,1/22/2019 0:00,1/4/2019 0:00,1/4/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC1,Systematic Maintenance,STTP1,Systematic Relamps,,,,,,,,,,,,,,,,,,,,,,
19-000026,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,56.41,0,1.5,56.41,0,0,0,0,1/3/2019 0:00,1/7/2019 0:00,1/3/2019 0:00,1/3/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
19-000018,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,263.85,0,6.5,244.45,19.4,0,0,0,1/3/2019 0:00,1/7/2019 0:00,1/3/2019 0:00,1/3/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP12,Replace Deteriorated Component,,,,,,,,706,,S.Glover,,,,,,,,,,,,
18-002072,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,331.18,0,8,285.92,45.26,0,0,0,12/10/2018 0:00,12/14/2018 0:00,12/3/2018 0:00,12/3/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
18-002068,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,339.31,0,8,285.92,53.39,0,0,0,12/10/2018 0:00,12/14/2018 0:00,11/30/2018 0:00,11/30/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
18-002063,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,413.08,0,8,285.91,124.81,2.36,0,0,12/10/2018 0:00,12/14/2018 0:00,11/29/2018 0:00,11/29/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
18-002056,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,413.13,0,8,285.92,127.21,0,0,0,12/10/2018 0:00,12/14/2018 0:00,11/28/2018 0:00,11/28/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
18-002054,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,490.73,0,8,285.91,134.82,70,0,0,12/10/2018 0:00,12/14/2018 0:00,11/27/2018 0:00,11/27/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
18-002015,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,385.59,0,8,285.91,99.68,0,0,0,12/7/2018 0:00,12/14/2018 0:00,11/21/2018 0:00,11/21/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
18-002013,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,411.04,0,8,285.92,125.12,0,0,0,12/7/2018 0:00,12/14/2018 0:00,11/20/2018 0:00,11/20/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
18-002012,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,425.01,0,8,285.91,139.1,0,0,0,12/7/2018 0:00,12/14/2018 0:00,11/19/2018 0:00,11/19/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
18-002004,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,260,0,3,112.82,93.84,53.34,0,0,12/6/2018 0:00,12/14/2018 0:00,12/5/2018 0:00,12/5/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,,,,,,901,,Barr,Ave,,,,,,,,,,,
18-002003,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,489.23,0,8,285.91,203.32,0,0,0,12/5/2018 0:00,12/14/2018 0:00,11/16/2018 0:00,11/16/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
18-001991,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,311.77,0,8,285.91,25.86,0,0,0,12/5/2018 0:00,12/14/2018 0:00,11/14/2018 0:00,11/14/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
18-001990,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,179.02,0,1.5,56.41,122.61,0,0,0,12/5/2018 0:00,12/14/2018 0:00,11/28/2018 0:00,11/28/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
18-001917,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,404.3,0,8,300.86,103.44,0,0,0,11/21/2018 0:00,12/14/2018 0:00,11/20/2018 0:00,11/20/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP22,New Equipment/Devices,,,,,,,,,,,,,,,,,,,,,,
18-001899,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,0,0,0,0,0,0,0,0,11/20/2018 0:00,12/14/2018 0:00,,,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
18-001893,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,STT,Traffic,,,394.55,0,8,285.9,108.65,0,0,0,11/19/2018 0:00,12/14/2018 0:00,11/6/2018 0:00,11/6/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
18-001864,999,Complete,STTCON,Controllers,OPSTT,Traffic,STT,Traffic,,,404.3,0,8,300.86,103.44,0,0,0,11/14/2018 0:00,12/14/2018 0:00,11/13/2018 0:00,11/13/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
18-001802,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,150.43,0,4,150.43,0,0,0,0,11/2/2018 0:00,12/14/2018 0:00,11/1/2018 0:00,11/1/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STC3,Reactive Maintenance,STTP31,Upgrade Components,,,,,,,,,,,,,,,,,,,,,,
18-001681,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,244.45,0,6.5,244.45,0,0,0,0,10/26/2018 0:00,12/14/2018 0:00,10/26/2018 0:00,10/26/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
18-001485,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,298.37,0,2.5,94.02,204.35,0,0,0,10/18/2018 0:00,7/25/2019 0:00,10/18/2018 0:00,10/18/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP3,Vehicle Accident,,,,,,,,201,,S. Dodson,,,,,,,,,,,,
18-001481,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,68.89,0,1,37.61,31.28,0,0,0,10/17/2018 0:00,12/14/2018 0:00,10/17/2018 0:00,10/17/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP11,Bad Component,,,,,,,,704,,S. Glover,,,,,,,,,,,,
18-001473,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,75.81,0,1.5,56.41,19.4,0,0,0,10/16/2018 0:00,12/17/2018 0:00,10/16/2018 0:00,10/16/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP22,New Equipment/Devices,,,,,,,,,,,,,,,,,,,,,,
18-001452,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,551.1,0,8,300.86,250.24,0,0,0,10/12/2018 0:00,12/17/2018 0:00,10/11/2018 0:00,10/11/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
18-001416,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,551.1,0,8,300.86,250.24,0,0,0,10/10/2018 0:00,12/17/2018 0:00,10/9/2018 0:00,10/9/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,114,,S. Race,,,,,,,,,,,,
18-001277,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,202.15,0,4,150.43,51.72,0,0,0,9/27/2018 0:00,12/19/2018 0:00,9/26/2018 0:00,9/26/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STC1,Systematic Maintenance,STTP4,Routine Maintenance,,,,,,,,704,,S. Glover,,,,,,,,,,,,
18-001269,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,176.31,0,1,53.7,122.61,0,0,0,9/26/2018 0:00,9/27/2018 0:00,9/24/2018 0:00,9/24/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,
18-001268,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,61.44,0,0.5,20.57,40.87,0,0,0,9/26/2018 0:00,9/27/2018 0:00,9/24/2018 0:00,9/24/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,
18-001074,800,Closed In Field,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,137.78,0,2,75.22,62.56,0,0,0,9/17/2018 0:00,9/17/2018 0:00,9/16/2018 0:00,9/16/2018 0:00,0,TRUE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP3,Vehicle Accident,,,,,,,,307,,Springfield,Ave,,,,,,,,,,,
18-001062,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,345.52,0,5,188.04,121.7,35.78,0,0,9/17/2018 0:00,12/17/2018 0:00,9/13/2018 0:00,9/13/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP12,Replace Deteriorated Component,,,,,,,,,,,,,,,,,,,,,,
18-001006,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,71.46,0,1.9,71.46,0,0,0,0,9/5/2018 0:00,12/17/2018 0:00,9/5/2018 0:00,9/5/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
18-000958,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,75.81,0,1.5,56.41,19.4,0,0,0,8/29/2018 0:00,12/17/2018 0:00,8/28/2018 0:00,8/28/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP25,Meetings,,,,,,,,,,,,,,,,,,,,,,
18-000826,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,206.84,0,5.5,206.84,0,0,0,0,8/20/2018 0:00,12/17/2018 0:00,8/20/2018 0:00,8/20/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
18-000798,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,83.32,0,2,83.32,0,0,0,0,8/17/2018 0:00,12/17/2018 0:00,8/17/2018 0:00,8/17/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
18-000688,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,STT,Traffic,,,49.99,0,1,35.74,12.93,1.32,0,0,8/8/2018 0:00,12/17/2018 0:00,8/8/2018 0:00,8/8/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STC2,Preventive Maintenance,STTP30,Check/Inspect Operation,,,,,,,,,,,,,,,,,,,,,,
18-000667,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,71.46,0,1.9,71.46,0,0,0,0,8/7/2018 0:00,12/17/2018 0:00,8/7/2018 0:00,8/7/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STC1,Systematic Maintenance,STTP4,Routine Maintenance,,,,,,,,706,,S. Glover,,,,,,,,,,,,
19-000884,800,Closed In Field,STTOT,Traffic Other Tasks,OPSTT,Traffic,STT,Traffic,,,0,0,0,0,0,0,0,0,6/18/2019 0:00,5/30/2019 0:00,,,0,TRUE,STT16,Traffic Signal Repairs,STTC3,Reactive Maintenance,STTP31,Upgrade Components,,,,,,,,,,,,,,,,,,,,,,
19-000848,999,Complete,STT,Traffic,OPSTT,Traffic,STT,Traffic,,,137.78,0,2,75.22,62.56,0,0,0,6/14/2019 0:00,7/25/2019 0:00,6/9/2019 0:00,6/9/2019 0:00,0,FALSE,STT16,Traffic Signal Repairs,STTC3,Reactive Maintenance,STTP29,Traffic Signal Failure,,,,,,,,,,,,,,,,,,,,,,
19-000305,800,Closed In Field,STTOT,Traffic Other Tasks,OPSTT,Traffic,STT,Traffic,,,280.09,0,3.3,117.94,0,162.15,0,0,2/14/2019 0:00,12/14/2018 0:00,12/14/2018 0:00,12/14/2018 0:00,0,TRUE,STT16,Traffic Signal Repairs,STTC3,Reactive Maintenance,STTP3,Vehicle Accident,,,,,,,,,,,,,,,,,,,,,,
18-002102,800,Closed In Field,STT,Traffic,OPSTT,Traffic,STT,Traffic,,,137.78,0,2,75.22,62.56,0,0,0,12/13/2018 0:00,12/13/2018 0:00,12/13/2018 0:00,12/13/2018 0:00,0,FALSE,STT16,Traffic Signal Repairs,STTC3,Reactive Maintenance,STTP3,Vehicle Accident,,,,,,,,,,Lincoln & Pennsylvania,,,,,,,,,,,,
18-001781,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,50.26,0,0.75,26.8,23.46,0,0,0,11/1/2018 0:00,12/14/2018 0:00,10/23/2018 0:00,10/23/2018 0:00,0,FALSE,STT16,Traffic Signal Repairs,STTC3,Reactive Maintenance,STTP31,Upgrade Components,,,,,,,,,,,,,,,,,,,,,,
18-001768,800,Closed In Field,STTOT,Traffic Other Tasks,OPSTT,Traffic,STT,Traffic,,,38.3,0,0.75,26.8,0,11.5,0,0,10/31/2018 0:00,10/23/2018 0:00,10/23/2018 0:00,10/23/2018 0:00,0,FALSE,STT16,Traffic Signal Repairs,STTC3,Reactive Maintenance,STTP31,Upgrade Components,,,,,,,,,,,,,,,,,,,,,,
18-001824,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,223.17,0,3.33,119.01,104.16,0,0,0,11/5/2018 0:00,12/14/2018 0:00,11/5/2018 0:00,11/5/2018 0:00,0,FALSE,STT18,Traffic Signal Cabinet Maintenance,STTC1,Systematic Maintenance,STTP30,Check/Inspect Operation,,,,,,,,,,,,,,,,,,,,,,
19-001056,999,Complete,STT3,Pole,OPSTT,Traffic,STT,Traffic,,,73.01,0,1.5,53.61,19.4,0,0,0,7/26/2019 0:00,7/29/2019 0:00,7/25/2019 0:00,7/25/2019 0:00,0,FALSE,STT20,Traffic Signal Hardware,STTC3,Reactive Maintenance,STTP30,Check/Inspect Operation,,,,,,,,,,,,,,,,,,,,,,
18-001798,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,551.31,0,5.5,196.56,172.04,182.71,0,0,11/1/2018 0:00,12/14/2018 0:00,10/30/2018 0:00,10/30/2018 0:00,0,FALSE,STT22,Preemption Maintenance,STTC1,Systematic Maintenance,STTP22,New Equipment/Devices,,,,,,,,,,,,,,,,,,,,,,
18-001627,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,340.68,0,7,250.17,90.51,0,0,0,10/26/2018 0:00,12/14/2018 0:00,10/3/2018 0:00,10/3/2018 0:00,0,FALSE,STT22,Preemption Maintenance,STTC2,Preventive Maintenance,STTP30,Check/Inspect Operation,,,,,,,,,,,,,,,,,,,,,,
18-000689,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,178.42,0,3.75,178.42,0,0,0,0,8/8/2018 0:00,12/17/2018 0:00,8/8/2018 0:00,8/8/2018 0:00,0,FALSE,STT22,Preemption Maintenance,STTC1,Systematic Maintenance,STTP32,Office Electronics Routine Testing,,,,,,,,,,,,,,,,,,,,,,
18-001032,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,35.74,0,1,35.74,0,0,0,0,9/11/2018 0:00,12/17/2018 0:00,9/10/2018 0:00,9/10/2018 0:00,0,FALSE,STT24,Office Electronics,STTC2,Preventive Maintenance,,,,,,,,,,,,,,,,,,,,,,,,
18-001019,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,285.91,0,8,285.91,0,0,0,0,9/7/2018 0:00,12/17/2018 0:00,9/7/2018 0:00,9/7/2018 0:00,0,FALSE,STT24,Office Electronics,,,STTP32,Office Electronics Routine Testing,,,,,,,,,,,,,,,,,,,,,,
18-000789,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,STT,Traffic,,,95.16,0,2,95.16,0,0,0,0,8/16/2018 0:00,12/17/2018 0:00,8/16/2018 0:00,8/16/2018 0:00,0,FALSE,STT24,Office Electronics,STTC1,Systematic Maintenance,STTP32,Office Electronics Routine Testing,,,,,,,,,,,,,,,,,,,,,,
19-000906,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,268.04,0,7.5,268.04,0,0,0,0,6/21/2019 0:00,7/25/2019 0:00,4/18/2019 0:00,4/18/2019 0:00,0,FALSE,STT25,Record Keeping,,,STTP32,Office Electronics Routine Testing,,,,,,,,,,,,,,,,,,,,,,
19-000904,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,306.84,0,7.5,268.04,38.8,0,0,0,6/21/2019 0:00,7/25/2019 0:00,6/19/2019 0:00,6/19/2019 0:00,0,FALSE,STT25,Record Keeping,,,STTP32,Office Electronics Routine Testing,,,,,,,,,,,,,,,,,,,,,,
19-000903,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,259.11,0,7.25,259.11,0,0,0,0,6/21/2019 0:00,7/25/2019 0:00,6/20/2019 0:00,6/20/2019 0:00,0,FALSE,STT25,Record Keeping,,,STTP32,Office Electronics Routine Testing,,,,,,,,,,,,,,,,,,,,,,
19-000840,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,142.96,0,4,142.96,0,0,0,0,6/13/2019 0:00,7/25/2019 0:00,6/10/2019 0:00,6/10/2019 0:00,0,FALSE,STT25,Record Keeping,,,STTP32,Office Electronics Routine Testing,,,,,,,,,,,,,,,,,,,,,,
19-000823,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,53.61,0,1.5,53.61,0,0,0,0,6/7/2019 0:00,7/25/2019 0:00,6/6/2019 0:00,6/6/2019 0:00,0,FALSE,STT25,Record Keeping,,,STTP32,Office Electronics Routine Testing,,,,,,,,,,,,,,,,,,,,,,
19-000509,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,112.82,0,3,112.82,0,0,0,0,3/21/2019 0:00,3/27/2019 0:00,3/20/2019 0:00,3/20/2019 0:00,0,FALSE,STT25,Record Keeping,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
19-000360,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,47.61,0,1,47.61,0,0,0,0,2/20/2019 0:00,2/27/2019 0:00,2/18/2019 0:00,2/18/2019 0:00,0,FALSE,STT25,Record Keeping,,,STTP32,Office Electronics Routine Testing,,,,,,,,,,,,,,,,,,,,,,
19-000357,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,53.61,0,1.5,53.61,0,0,0,0,2/20/2019 0:00,2/27/2019 0:00,2/19/2019 0:00,2/19/2019 0:00,0,FALSE,STT25,Record Keeping,,,STTP32,Office Electronics Routine Testing,,,,,,,,,,,,,,,,,,,,,,
19-000355,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,142.83,0,3,142.83,0,0,0,0,2/20/2019 0:00,2/27/2019 0:00,2/20/2019 0:00,2/20/2019 0:00,0,FALSE,STT25,Record Keeping,,,STTP32,Office Electronics Routine Testing,,,,,,,,,,,,,,,,,,,,,,
19-000320,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,35.74,0,1,35.74,0,0,0,0,2/15/2019 0:00,2/18/2019 0:00,2/14/2019 0:00,2/14/2019 0:00,0,FALSE,STT25,Record Keeping,,,STTP32,Office Electronics Routine Testing,,,,,,,,,,,,,,,,,,,,,,
19-000317,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,89.35,0,2.5,89.35,0,0,0,0,2/15/2019 0:00,2/18/2019 0:00,2/15/2019 0:00,2/15/2019 0:00,0,FALSE,STT25,Record Keeping,,,STTP32,Office Electronics Routine Testing,,,,,,,,,,,,,,,,,,,,,,
19-000249,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,125.09,0,3.5,125.09,0,0,0,0,2/8/2019 0:00,2/18/2019 0:00,12/10/2018 0:00,12/10/2018 0:00,0,FALSE,STT25,Record Keeping,,,STTP32,Office Electronics Routine Testing,,,,,,,,,,,,,,,,,,,,,,
19-000242,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,89.35,0,2.5,89.35,0,0,0,0,2/8/2019 0:00,2/18/2019 0:00,12/7/2018 0:00,12/7/2018 0:00,0,FALSE,STT25,Record Keeping,,,STTP32,Office Electronics Routine Testing,,,,,,,,,,,,,,,,,,,,,,
